Data Logging Table
Time,Mode,Freq,Lp,Ls,Cp,Cs,Rp,Rs,Z,DCR,ESR,Q,DF,Theta
08/07/2021 16:19:44,Cs,1.0000E+003,-,-,-,2.3993E-011,-,-,-,-,-,1.5862E+001,6.3045E-002,-8.6393E+001,
08/07/2021 16:19:46,Cs,1.0000E+003,-,-,-,2.3937E-011,-,-,-,-,-,1.5946E+001,6.2713E-002,-8.6412E+001,
08/07/2021 16:19:47,Cs,1.0000E+003,-,-,-,2.3912E-011,-,-,-,-,-,1.5855E+001,6.3074E-002,-8.6391E+001,
08/07/2021 16:19:48,Cs,1.0000E+003,-,-,-,2.3936E-011,-,-,-,-,-,1.6031E+001,6.2380E-002,-8.6431E+001,
08/07/2021 16:19:50,Cs,1.0000E+003,-,-,-,2.3953E-011,-,-,-,-,-,1.5854E+001,6.3077E-002,-8.6391E+001,
08/07/2021 16:19:51,Cs,1.0000E+003,-,-,-,2.3963E-011,-,-,-,-,-,1.5948E+001,6.2702E-002,-8.6424E+001,
08/07/2021 16:19:53,Cs,1.0000E+003,-,-,-,2.3949E-011,-,-,-,-,-,1.5864E+001,6.3036E-002,-8.6393E+001,
08/07/2021 16:19:54,Cs,1.0000E+003,-,-,-,2.3951E-011,-,-,-,-,-,1.5831E+001,6.3167E-002,-8.6386E+001,
08/07/2021 16:19:56,Cs,1.0000E+003,-,-,-,2.3979E-011,-,-,-,-,-,1.5984E+001,6.2561E-002,-8.6420E+001,
08/07/2021 16:19:57,Cs,1.0000E+003,-,-,-,2.3926E-011,-,-,-,-,-,1.6055E+001,6.2286E-002,-8.6368E+001,
08/07/2021 16:19:59,Cs,1.0000E+003,-,-,-,2.3944E-011,-,-,-,-,-,1.5854E+001,6.3077E-002,-8.6391E+001,
08/07/2021 16:20:00,Cs,1.0000E+003,-,-,-,2.3973E-011,-,-,-,-,-,1.5867E+001,6.3024E-002,-8.6394E+001,
08/07/2021 16:20:02,Cs,1.0000E+003,-,-,-,2.4025E-011,-,-,-,-,-,1.5993E+001,6.2529E-002,-8.6508E+001,
08/07/2021 16:20:03,Cs,1.0000E+003,-,-,-,2.3962E-011,-,-,-,-,-,1.5860E+001,6.3052E-002,-8.6392E+001,
08/07/2021 16:20:05,Cs,1.0000E+003,-,-,-,2.3934E-011,-,-,-,-,-,1.5638E+001,6.3948E-002,-8.6341E+001,
08/07/2021 16:20:06,Cs,1.0000E+003,-,-,-,2.3948E-011,-,-,-,-,-,1.5594E+001,6.4126E-002,-8.6466E+001,
08/07/2021 16:20:08,Cs,1.0000E+003,-,-,-,2.3931E-011,-,-,-,-,-,1.5523E+001,6.4421E-002,-8.6314E+001,
08/07/2021 16:20:09,Cs,1.0000E+003,-,-,-,2.3959E-011,-,-,-,-,-,1.5838E+001,6.3140E-002,-8.6387E+001,
08/07/2021 16:20:11,Cs,1.0000E+003,-,-,-,2.3974E-011,-,-,-,-,-,1.5967E+001,6.2628E-002,-8.6416E+001,
08/07/2021 16:20:12,Cs,1.0000E+003,-,-,-,2.4011E-011,-,-,-,-,-,1.6182E+001,6.1797E-002,-8.6464E+001,
08/07/2021 16:20:14,Cs,1.0000E+003,-,-,-,2.4027E-011,-,-,-,-,-,1.6206E+001,6.1707E-002,-8.6469E+001,
08/07/2021 16:20:15,Cs,1.0000E+003,-,-,-,2.3879E-011,-,-,-,-,-,1.6123E+001,6.2025E-002,-8.6451E+001,
08/07/2021 16:20:17,Cs,1.0000E+003,-,-,-,2.3931E-011,-,-,-,-,-,1.5869E+001,6.3018E-002,-8.6394E+001,
08/07/2021 16:20:18,Cs,1.0000E+003,-,-,-,2.3937E-011,-,-,-,-,-,1.5727E+001,6.3585E-002,-8.6362E+001,
08/07/2021 16:20:20,Cs,1.0000E+003,-,-,-,2.3943E-011,-,-,-,-,-,1.5914E+001,6.2838E-002,-8.6404E+001,
08/07/2021 16:20:21,Cs,1.0000E+003,-,-,-,2.3952E-011,-,-,-,-,-,1.5923E+001,6.2801E-002,-8.6376E+001,
08/07/2021 16:20:22,Cs,1.0000E+003,-,-,-,2.3914E-011,-,-,-,-,-,1.5913E+001,6.2842E-002,-8.6404E+001,
08/07/2021 16:20:24,Cs,1.0000E+003,-,-,-,2.3993E-011,-,-,-,-,-,1.6136E+001,6.1973E-002,-8.6454E+001,
08/07/2021 16:20:26,Cs,1.0000E+003,-,-,-,2.4042E-011,-,-,-,-,-,1.6089E+001,6.2153E-002,-8.6443E+001,
08/07/2021 16:20:27,Cs,1.0000E+003,-,-,-,2.3972E-011,-,-,-,-,-,1.6253E+001,6.1527E-002,-8.6479E+001,
08/07/2021 16:20:29,Cs,1.0000E+003,-,-,-,2.3933E-011,-,-,-,-,-,1.6092E+001,6.2143E-002,-8.6444E+001,
08/07/2021 16:20:30,Cs,1.0000E+003,-,-,-,2.3961E-011,-,-,-,-,-,1.5369E+001,6.5064E-002,-8.6277E+001,
08/07/2021 16:20:32,Cs,1.0000E+003,-,-,-,2.3942E-011,-,-,-,-,-,1.5817E+001,6.3223E-002,-8.6382E+001,
