Data Logging Table
Time,Mode,Freq,Lp,Ls,Cp,Cs,Rp,Rs,Z,DCR,ESR,Q,DF,Theta
08/07/2021 15:35:39,Cs,1.0000E+003,-,-,-,1.2068E-011,-,-,-,-,-,2.5113E+001,3.9820E-002,-8.7720E+001,
08/07/2021 15:35:40,Cs,1.0000E+003,-,-,-,1.2060E-011,-,-,-,-,-,2.5042E+001,3.9932E-002,-8.7695E+001,
08/07/2021 15:35:42,Cs,1.0000E+003,-,-,-,1.2028E-011,-,-,-,-,-,2.4352E+001,4.1065E-002,-8.7648E+001,
08/07/2021 15:35:43,Cs,1.0000E+003,-,-,-,1.2082E-011,-,-,-,-,-,2.5218E+001,3.9654E-002,-8.7650E+001,
08/07/2021 15:35:45,Cs,1.0000E+003,-,-,-,1.2053E-011,-,-,-,-,-,2.5816E+001,3.8736E-002,-8.7782E+001,
08/07/2021 15:35:46,Cs,1.0000E+003,-,-,-,1.2025E-011,-,-,-,-,-,2.3314E+001,4.2894E-002,-8.7544E+001,
08/07/2021 15:35:48,Cs,1.0000E+003,-,-,-,1.2036E-011,-,-,-,-,-,2.6041E+001,3.8400E-002,-8.7528E+001,
08/07/2021 15:35:49,Cs,1.0000E+003,-,-,-,1.2037E-011,-,-,-,-,-,2.5119E+001,3.9810E-002,-8.7720E+001,
08/07/2021 15:35:51,Cs,1.0000E+003,-,-,-,1.2059E-011,-,-,-,-,-,2.4841E+001,4.0257E-002,-8.7695E+001,
08/07/2021 15:35:52,Cs,1.0000E+003,-,-,-,1.2062E-011,-,-,-,-,-,2.6620E+001,3.7566E-002,-8.7849E+001,
08/07/2021 15:35:54,Cs,1.0000E+003,-,-,-,1.2056E-011,-,-,-,-,-,2.3528E+001,4.2502E-002,-8.7566E+001,
08/07/2021 15:35:55,Cs,1.0000E+003,-,-,-,1.2067E-011,-,-,-,-,-,2.3478E+001,4.2593E-002,-8.7625E+001,
