Data Logging Table
Time,Mode,Freq,Lp,Ls,Cp,Cs,Rp,Rs,Z,DCR,ESR,Q,DF,Theta
08/07/2021 15:28:12,Cs,1.0000E+003,-,-,-,1.2008E-011,-,-,-,-,-,2.3964E+001,4.1729E-002,-8.7611E+001,
08/07/2021 15:28:13,Cs,1.0000E+003,-,-,-,1.2042E-011,-,-,-,-,-,2.4220E+001,4.1289E-002,-8.7622E+001,
08/07/2021 15:28:15,Cs,1.0000E+003,-,-,-,1.2058E-011,-,-,-,-,-,2.4741E+001,4.0419E-002,-8.7685E+001,
08/07/2021 15:28:16,Cs,1.0000E+003,-,-,-,1.2090E-011,-,-,-,-,-,2.6645E+001,3.7530E-002,-8.7739E+001,
08/07/2021 15:28:18,Cs,1.0000E+003,-,-,-,1.2067E-011,-,-,-,-,-,2.5151E+001,3.9760E-002,-8.7851E+001,
08/07/2021 15:28:20,Cs,1.0000E+003,-,-,-,1.2050E-011,-,-,-,-,-,2.3691E+001,4.2210E-002,-8.7583E+001,
08/07/2021 15:28:21,Cs,1.0000E+003,-,-,-,1.2039E-011,-,-,-,-,-,2.5452E+001,3.9289E-002,-8.7831E+001,
08/07/2021 15:28:23,Cs,1.0000E+003,-,-,-,1.2060E-011,-,-,-,-,-,2.7012E+001,3.7021E-002,-8.7880E+001,
08/07/2021 15:28:24,Cs,1.0000E+003,-,-,-,1.2047E-011,-,-,-,-,-,2.6866E+001,3.7221E-002,-8.7868E+001,
08/07/2021 15:28:26,Cs,1.0000E+003,-,-,-,1.2038E-011,-,-,-,-,-,2.6041E+001,3.8401E-002,-8.7820E+001,
08/07/2021 15:28:27,Cs,1.0000E+003,-,-,-,1.2029E-011,-,-,-,-,-,2.4740E+001,4.0420E-002,-8.7685E+001,
08/07/2021 15:28:29,Cs,1.0000E+003,-,-,-,1.2072E-011,-,-,-,-,-,2.5210E+001,3.9666E-002,-8.7729E+001,
08/07/2021 15:28:30,Cs,1.0000E+003,-,-,-,1.2057E-011,-,-,-,-,-,2.6790E+001,3.7327E-002,-8.7862E+001,
08/07/2021 15:28:32,Cs,1.0000E+003,-,-,-,1.2034E-011,-,-,-,-,-,2.5855E+001,3.8677E-002,-8.7785E+001,
08/07/2021 15:28:33,Cs,1.0000E+003,-,-,-,1.2048E-011,-,-,-,-,-,2.6283E+001,3.8048E-002,-8.7821E+001,
08/07/2021 15:28:34,Cs,1.0000E+003,-,-,-,1.2018E-011,-,-,-,-,-,2.7637E+001,3.6184E-002,-8.7693E+001,
08/07/2021 15:28:36,Cs,1.0000E+003,-,-,-,1.2050E-011,-,-,-,-,-,2.7578E+001,3.6261E-002,-8.7923E+001,
08/07/2021 15:28:38,Cs,1.0000E+003,-,-,-,1.2069E-011,-,-,-,-,-,2.4652E+001,4.0565E-002,-8.7677E+001,
08/07/2021 15:28:39,Cs,1.0000E+003,-,-,-,1.2066E-011,-,-,-,-,-,2.4540E+001,4.0750E-002,-8.7666E+001,
08/07/2021 15:28:41,Cs,1.0000E+003,-,-,-,1.2067E-011,-,-,-,-,-,2.6590E+001,3.7609E-002,-8.7667E+001,
08/07/2021 15:28:42,Cs,1.0000E+003,-,-,-,1.2029E-011,-,-,-,-,-,2.6409E+001,3.7865E-002,-8.7832E+001,
08/07/2021 15:28:44,Cs,1.0000E+003,-,-,-,1.2054E-011,-,-,-,-,-,2.5427E+001,3.9329E-002,-8.7748E+001,
08/07/2021 15:28:45,Cs,1.0000E+003,-,-,-,1.2069E-011,-,-,-,-,-,2.6298E+001,3.8025E-002,-8.7822E+001,
08/07/2021 15:28:47,Cs,1.0000E+003,-,-,-,1.2074E-011,-,-,-,-,-,2.7048E+001,3.6971E-002,-8.7883E+001,
08/07/2021 15:28:48,Cs,1.0000E+003,-,-,-,1.2015E-011,-,-,-,-,-,2.6329E+001,3.7981E-002,-8.7825E+001,
08/07/2021 15:28:49,Cs,1.0000E+003,-,-,-,1.2021E-011,-,-,-,-,-,2.7481E+001,3.6389E-002,-8.7728E+001,
08/07/2021 15:28:51,Cs,1.0000E+003,-,-,-,1.2046E-011,-,-,-,-,-,2.5109E+001,3.9827E-002,-8.7719E+001,
08/07/2021 15:28:52,Cs,1.0000E+003,-,-,-,1.2048E-011,-,-,-,-,-,2.4329E+001,4.1103E-002,-8.7869E+001,
08/07/2021 15:28:54,Cs,1.0000E+003,-,-,-,1.2046E-011,-,-,-,-,-,2.6528E+001,3.7696E-002,-8.7841E+001,
08/07/2021 15:28:56,Cs,1.0000E+003,-,-,-,1.2054E-011,-,-,-,-,-,2.4329E+001,4.1104E-002,-8.7646E+001,
08/07/2021 15:28:57,Cs,1.0000E+003,-,-,-,1.2019E-011,-,-,-,-,-,2.6536E+001,3.7684E-002,-8.7842E+001,
08/07/2021 15:28:59,Cs,1.0000E+003,-,-,-,1.2060E-011,-,-,-,-,-,2.7339E+001,3.6578E-002,-8.7905E+001,
08/07/2021 15:29:00,Cs,1.0000E+003,-,-,-,1.2037E-011,-,-,-,-,-,2.5800E+001,3.8760E-002,-8.7780E+001,
08/07/2021 15:29:02,Cs,1.0000E+003,-,-,-,1.2059E-011,-,-,-,-,-,2.5098E+001,3.9844E-002,-8.7718E+001,
08/07/2021 15:29:03,Cs,1.0000E+003,-,-,-,1.2036E-011,-,-,-,-,-,2.4619E+001,4.0619E-002,-8.7674E+001,
08/07/2021 15:29:05,Cs,1.0000E+003,-,-,-,1.2074E-011,-,-,-,-,-,2.5968E+001,3.8509E-002,-8.7795E+001,
08/07/2021 15:29:06,Cs,1.0000E+003,-,-,-,1.2020E-011,-,-,-,-,-,2.5207E+001,3.9672E-002,-8.7728E+001,
08/07/2021 15:29:08,Cs,1.0000E+003,-,-,-,1.2073E-011,-,-,-,-,-,2.5386E+001,3.9393E-002,-8.7744E+001,
08/07/2021 15:29:09,Cs,1.0000E+003,-,-,-,1.2045E-011,-,-,-,-,-,2.5660E+001,3.8971E-002,-8.7942E+001,
08/07/2021 15:29:11,Cs,1.0000E+003,-,-,-,1.2014E-011,-,-,-,-,-,2.3566E+001,4.2434E-002,-8.7570E+001,
08/07/2021 15:29:12,Cs,1.0000E+003,-,-,-,1.2056E-011,-,-,-,-,-,2.4846E+001,4.0248E-002,-8.7695E+001,
08/07/2021 15:29:14,Cs,1.0000E+003,-,-,-,1.2089E-011,-,-,-,-,-,2.6380E+001,3.7907E-002,-8.7829E+001,
08/07/2021 15:29:15,Cs,1.0000E+003,-,-,-,1.2031E-011,-,-,-,-,-,2.5450E+001,3.9292E-002,-8.7750E+001,
08/07/2021 15:29:17,Cs,1.0000E+003,-,-,-,1.2032E-011,-,-,-,-,-,2.5590E+001,3.9077E-002,-8.7762E+001,
08/07/2021 15:29:18,Cs,1.0000E+003,-,-,-,1.2075E-011,-,-,-,-,-,2.4797E+001,4.0327E-002,-8.7691E+001,
08/07/2021 15:29:20,Cs,1.0000E+003,-,-,-,1.2062E-011,-,-,-,-,-,2.5270E+001,3.9572E-002,-8.7734E+001,
08/07/2021 15:29:21,Cs,1.0000E+003,-,-,-,1.2089E-011,-,-,-,-,-,2.6372E+001,3.7919E-002,-8.7828E+001,
08/07/2021 15:29:23,Cs,1.0000E+003,-,-,-,1.2034E-011,-,-,-,-,-,2.7184E+001,3.6786E-002,-8.7893E+001,
08/07/2021 15:29:24,Cs,1.0000E+003,-,-,-,1.2026E-011,-,-,-,-,-,2.4940E+001,4.0097E-002,-8.7704E+001,
08/07/2021 15:29:26,Cs,1.0000E+003,-,-,-,1.2003E-011,-,-,-,-,-,2.6238E+001,3.8113E-002,-8.7817E+001,
08/07/2021 15:29:27,Cs,1.0000E+003,-,-,-,1.2079E-011,-,-,-,-,-,2.6882E+001,3.7199E-002,-8.7927E+001,
08/07/2021 15:29:29,Cs,1.0000E+003,-,-,-,1.2080E-011,-,-,-,-,-,2.5513E+001,3.9196E-002,-8.7755E+001,
08/07/2021 15:29:30,Cs,1.0000E+003,-,-,-,1.2007E-011,-,-,-,-,-,2.5864E+001,3.8663E-002,-8.7786E+001,
08/07/2021 15:29:32,Cs,1.0000E+003,-,-,-,1.2049E-011,-,-,-,-,-,2.5653E+001,3.8982E-002,-8.7768E+001,
08/07/2021 15:29:33,Cs,1.0000E+003,-,-,-,1.2060E-011,-,-,-,-,-,2.6474E+001,3.7773E-002,-8.7837E+001,
08/07/2021 15:29:35,Cs,1.0000E+003,-,-,-,1.2052E-011,-,-,-,-,-,2.7187E+001,3.6783E-002,-8.7893E+001,
08/07/2021 15:29:36,Cs,1.0000E+003,-,-,-,1.2024E-011,-,-,-,-,-,2.5983E+001,3.8487E-002,-8.7590E+001,
08/07/2021 15:29:38,Cs,1.0000E+003,-,-,-,1.2054E-011,-,-,-,-,-,2.4620E+001,4.0617E-002,-8.7674E+001,
08/07/2021 15:29:39,Cs,1.0000E+003,-,-,-,1.2035E-011,-,-,-,-,-,2.4082E+001,4.1525E-002,-8.7724E+001,
08/07/2021 15:29:41,Cs,1.0000E+003,-,-,-,1.2045E-011,-,-,-,-,-,2.4671E+001,4.0534E-002,-8.7679E+001,
08/07/2021 15:29:42,Cs,1.0000E+003,-,-,-,1.2041E-011,-,-,-,-,-,2.4660E+001,4.0552E-002,-8.7678E+001,
08/07/2021 15:29:44,Cs,1.0000E+003,-,-,-,1.2064E-011,-,-,-,-,-,2.5218E+001,3.9655E-002,-8.7629E+001,
08/07/2021 15:29:45,Cs,1.0000E+003,-,-,-,1.2070E-011,-,-,-,-,-,2.5859E+001,3.8671E-002,-8.7785E+001,
08/07/2021 15:29:47,Cs,1.0000E+003,-,-,-,1.2069E-011,-,-,-,-,-,2.5248E+001,3.9606E-002,-8.7732E+001,
08/07/2021 15:29:48,Cs,1.0000E+003,-,-,-,1.2091E-011,-,-,-,-,-,2.3987E+001,4.1690E-002,-8.7613E+001,
08/07/2021 15:29:50,Cs,1.0000E+003,-,-,-,1.2034E-011,-,-,-,-,-,2.6892E+001,3.7185E-002,-8.7870E+001,
08/07/2021 15:29:51,Cs,1.0000E+003,-,-,-,1.2095E-011,-,-,-,-,-,2.5001E+001,3.9999E-002,-8.7709E+001,
08/07/2021 15:29:53,Cs,1.0000E+003,-,-,-,1.2067E-011,-,-,-,-,-,2.6541E+001,3.7678E-002,-8.7842E+001,
08/07/2021 15:29:54,Cs,1.0000E+003,-,-,-,1.2021E-011,-,-,-,-,-,2.5501E+001,3.9214E-002,-8.7594E+001,
08/07/2021 15:29:56,Cs,1.0000E+003,-,-,-,1.2097E-011,-,-,-,-,-,2.5535E+001,3.9162E-002,-8.7757E+001,
08/07/2021 15:29:57,Cs,1.0000E+003,-,-,-,1.2077E-011,-,-,-,-,-,2.4976E+001,4.0038E-002,-8.7707E+001,
08/07/2021 15:29:59,Cs,1.0000E+003,-,-,-,1.2095E-011,-,-,-,-,-,2.4672E+001,4.0531E-002,-8.7868E+001,
08/07/2021 15:30:00,Cs,1.0000E+003,-,-,-,1.2044E-011,-,-,-,-,-,2.4530E+001,4.0767E-002,-8.7666E+001,
08/07/2021 15:30:02,Cs,1.0000E+003,-,-,-,1.2048E-011,-,-,-,-,-,2.6353E+001,3.7946E-002,-8.7827E+001,
08/07/2021 15:30:03,Cs,1.0000E+003,-,-,-,1.2068E-011,-,-,-,-,-,2.5269E+001,3.9574E-002,-8.7734E+001,
08/07/2021 15:30:04,Cs,1.0000E+003,-,-,-,1.2029E-011,-,-,-,-,-,2.6464E+001,3.7787E-002,-8.7642E+001,
08/07/2021 15:30:06,Cs,1.0000E+003,-,-,-,1.2064E-011,-,-,-,-,-,2.6988E+001,3.7053E-002,-8.7588E+001,
08/07/2021 15:30:08,Cs,1.0000E+003,-,-,-,1.2069E-011,-,-,-,-,-,2.5426E+001,3.9331E-002,-8.7748E+001,
08/07/2021 15:30:09,Cs,1.0000E+003,-,-,-,1.2094E-011,-,-,-,-,-,2.3260E+001,4.2993E-002,-8.7538E+001,
08/07/2021 15:30:11,Cs,1.0000E+003,-,-,-,1.2049E-011,-,-,-,-,-,2.4441E+001,4.0915E-002,-8.7657E+001,
08/07/2021 15:30:12,Cs,1.0000E+003,-,-,-,1.2066E-011,-,-,-,-,-,2.5759E+001,3.8821E-002,-8.7777E+001,
08/07/2021 15:30:14,Cs,1.0000E+003,-,-,-,1.2084E-011,-,-,-,-,-,2.5927E+001,3.8570E-002,-8.7791E+001,
08/07/2021 15:30:15,Cs,1.0000E+003,-,-,-,1.2079E-011,-,-,-,-,-,2.6644E+001,3.7531E-002,-8.7851E+001,
08/07/2021 15:30:17,Cs,1.0000E+003,-,-,-,1.2067E-011,-,-,-,-,-,2.5976E+001,3.8496E-002,-8.7795E+001,
08/07/2021 15:30:18,Cs,1.0000E+003,-,-,-,1.2048E-011,-,-,-,-,-,2.6531E+001,3.7691E-002,-8.7841E+001,
08/07/2021 15:30:19,Cs,1.0000E+003,-,-,-,1.2097E-011,-,-,-,-,-,2.7344E+001,3.6571E-002,-8.7751E+001,
08/07/2021 15:30:21,Cs,1.0000E+003,-,-,-,1.2082E-011,-,-,-,-,-,2.5905E+001,3.8603E-002,-8.7789E+001,
08/07/2021 15:30:23,Cs,1.0000E+003,-,-,-,1.2043E-011,-,-,-,-,-,2.6302E+001,3.8020E-002,-8.7823E+001,
08/07/2021 15:30:24,Cs,1.0000E+003,-,-,-,1.2058E-011,-,-,-,-,-,2.5075E+001,3.9881E-002,-8.7716E+001,
08/07/2021 15:30:26,Cs,1.0000E+003,-,-,-,1.2035E-011,-,-,-,-,-,2.4171E+001,4.1371E-002,-8.7631E+001,
08/07/2021 15:30:27,Cs,1.0000E+003,-,-,-,1.2023E-011,-,-,-,-,-,2.5011E+001,3.9983E-002,-8.7710E+001,
08/07/2021 15:30:29,Cs,1.0000E+003,-,-,-,1.2066E-011,-,-,-,-,-,2.7456E+001,3.6422E-002,-8.7914E+001,
08/07/2021 15:30:30,Cs,1.0000E+003,-,-,-,1.2061E-011,-,-,-,-,-,2.5350E+001,3.9448E-002,-8.7741E+001,
08/07/2021 15:30:31,Cs,1.0000E+003,-,-,-,1.2047E-011,-,-,-,-,-,2.3944E+001,4.1764E-002,-8.7829E+001,
08/07/2021 15:30:33,Cs,1.0000E+003,-,-,-,1.2059E-011,-,-,-,-,-,2.5937E+001,3.8555E-002,-8.7792E+001,
08/07/2021 15:30:34,Cs,1.0000E+003,-,-,-,1.2015E-011,-,-,-,-,-,2.5938E+001,3.8553E-002,-8.7567E+001,
08/07/2021 15:30:36,Cs,1.0000E+003,-,-,-,1.2033E-011,-,-,-,-,-,2.6605E+001,3.7587E-002,-8.7847E+001,
08/07/2021 15:30:38,Cs,1.0000E+003,-,-,-,1.2057E-011,-,-,-,-,-,2.5232E+001,3.9633E-002,-8.7810E+001,
08/07/2021 15:30:39,Cs,1.0000E+003,-,-,-,1.2008E-011,-,-,-,-,-,2.6920E+001,3.7147E-002,-8.7705E+001,
08/07/2021 15:30:41,Cs,1.0000E+003,-,-,-,1.2073E-011,-,-,-,-,-,2.5342E+001,3.9461E-002,-8.7740E+001,
08/07/2021 15:30:42,Cs,1.0000E+003,-,-,-,1.2067E-011,-,-,-,-,-,2.5918E+001,3.8584E-002,-8.7790E+001,
08/07/2021 15:30:44,Cs,1.0000E+003,-,-,-,1.2090E-011,-,-,-,-,-,2.5124E+001,3.9803E-002,-8.7721E+001,
08/07/2021 15:30:45,Cs,1.0000E+003,-,-,-,1.2072E-011,-,-,-,-,-,2.5665E+001,3.8964E-002,-8.7769E+001,
08/07/2021 15:30:47,Cs,1.0000E+003,-,-,-,1.2051E-011,-,-,-,-,-,2.4980E+001,4.0033E-002,-8.7708E+001,
08/07/2021 15:30:48,Cs,1.0000E+003,-,-,-,1.2066E-011,-,-,-,-,-,2.4756E+001,4.0394E-002,-8.7647E+001,
08/07/2021 15:30:50,Cs,1.0000E+003,-,-,-,1.2035E-011,-,-,-,-,-,2.6389E+001,3.7894E-002,-8.7830E+001,
08/07/2021 15:30:51,Cs,1.0000E+003,-,-,-,1.2091E-011,-,-,-,-,-,2.5358E+001,3.9435E-002,-8.7742E+001,
08/07/2021 15:30:53,Cs,1.0000E+003,-,-,-,1.2017E-011,-,-,-,-,-,2.5247E+001,3.9608E-002,-8.7647E+001,
08/07/2021 15:30:54,Cs,1.0000E+003,-,-,-,1.2039E-011,-,-,-,-,-,2.4008E+001,4.1653E-002,-8.7615E+001,
08/07/2021 15:30:56,Cs,1.0000E+003,-,-,-,1.2042E-011,-,-,-,-,-,2.5457E+001,3.9281E-002,-8.7751E+001,
08/07/2021 15:30:57,Cs,1.0000E+003,-,-,-,1.2046E-011,-,-,-,-,-,2.3874E+001,4.1887E-002,-8.7601E+001,
08/07/2021 15:30:59,Cs,1.0000E+003,-,-,-,1.2042E-011,-,-,-,-,-,2.4260E+001,4.1220E-002,-8.7812E+001,
08/07/2021 15:31:00,Cs,1.0000E+003,-,-,-,1.2062E-011,-,-,-,-,-,2.5175E+001,3.9722E-002,-8.7725E+001,
08/07/2021 15:31:02,Cs,1.0000E+003,-,-,-,1.2076E-011,-,-,-,-,-,2.6828E+001,3.7275E-002,-8.7865E+001,
08/07/2021 15:31:03,Cs,1.0000E+003,-,-,-,1.2041E-011,-,-,-,-,-,2.4760E+001,4.0389E-002,-8.7758E+001,
08/07/2021 15:31:05,Cs,1.0000E+003,-,-,-,1.2068E-011,-,-,-,-,-,2.4991E+001,4.0015E-002,-8.7709E+001,
08/07/2021 15:31:06,Cs,1.0000E+003,-,-,-,1.2061E-011,-,-,-,-,-,2.6658E+001,3.7512E-002,-8.7852E+001,
08/07/2021 15:31:08,Cs,1.0000E+003,-,-,-,1.2038E-011,-,-,-,-,-,2.6158E+001,3.8229E-002,-8.7811E+001,
08/07/2021 15:31:09,Cs,1.0000E+003,-,-,-,1.2017E-011,-,-,-,-,-,2.6095E+001,3.8321E-002,-8.7805E+001,
