Data Logging Table
Time,Mode,Freq,Lp,Ls,Cp,Cs,Rp,Rs,Z,DCR,ESR,Q,DF,Theta
08/07/2021 16:16:51,Cs,1.0000E+003,-,-,-,2.4000E-011,-,-,-,-,-,1.5966E+001,6.2633E-002,-8.6416E+001,
08/07/2021 16:16:52,Cs,1.0000E+003,-,-,-,2.4006E-011,-,-,-,-,-,1.5543E+001,6.4338E-002,-8.6319E+001,
08/07/2021 16:16:54,Cs,1.0000E+003,-,-,-,2.3987E-011,-,-,-,-,-,1.6169E+001,6.1849E-002,-8.6461E+001,
08/07/2021 16:16:56,Cs,1.0000E+003,-,-,-,2.3996E-011,-,-,-,-,-,1.6066E+001,6.2243E-002,-8.6401E+001,
08/07/2021 16:16:57,Cs,1.0000E+003,-,-,-,2.3967E-011,-,-,-,-,-,1.6165E+001,6.1864E-002,-8.6460E+001,
08/07/2021 16:16:59,Cs,1.0000E+003,-,-,-,2.4004E-011,-,-,-,-,-,1.6009E+001,6.2465E-002,-8.6426E+001,
08/07/2021 16:17:00,Cs,1.0000E+003,-,-,-,2.3991E-011,-,-,-,-,-,1.5678E+001,6.3784E-002,-8.6350E+001,
08/07/2021 16:17:01,Cs,1.0000E+003,-,-,-,2.3971E-011,-,-,-,-,-,1.6065E+001,6.2247E-002,-8.6438E+001,
08/07/2021 16:17:03,Cs,1.0000E+003,-,-,-,2.3992E-011,-,-,-,-,-,1.5736E+001,6.3549E-002,-8.6364E+001,
08/07/2021 16:17:04,Cs,1.0000E+003,-,-,-,2.3992E-011,-,-,-,-,-,1.5554E+001,6.4292E-002,-8.6321E+001,
08/07/2021 16:17:06,Cs,1.0000E+003,-,-,-,2.4027E-011,-,-,-,-,-,1.6056E+001,6.2282E-002,-8.6436E+001,
08/07/2021 16:17:07,Cs,1.0000E+003,-,-,-,2.4030E-011,-,-,-,-,-,1.5622E+001,6.4011E-002,-8.6337E+001,
08/07/2021 16:17:09,Cs,1.0000E+003,-,-,-,2.4023E-011,-,-,-,-,-,1.5864E+001,6.3034E-002,-8.6393E+001,
08/07/2021 16:17:10,Cs,1.0000E+003,-,-,-,2.4025E-011,-,-,-,-,-,1.6121E+001,6.2031E-002,-8.6450E+001,
08/07/2021 16:17:12,Cs,1.0000E+003,-,-,-,2.4010E-011,-,-,-,-,-,1.6132E+001,6.1989E-002,-8.6453E+001,
08/07/2021 16:17:14,Cs,1.0000E+003,-,-,-,2.4029E-011,-,-,-,-,-,1.5788E+001,6.3341E-002,-8.6376E+001,
08/07/2021 16:17:15,Cs,1.0000E+003,-,-,-,2.4018E-011,-,-,-,-,-,1.6017E+001,6.2434E-002,-8.6427E+001,
08/07/2021 16:17:16,Cs,1.0000E+003,-,-,-,2.4029E-011,-,-,-,-,-,1.5770E+001,6.3412E-002,-8.6372E+001,
08/07/2021 16:17:18,Cs,1.0000E+003,-,-,-,2.4014E-011,-,-,-,-,-,1.5752E+001,6.3483E-002,-8.6368E+001,
08/07/2021 16:17:19,Cs,1.0000E+003,-,-,-,2.3980E-011,-,-,-,-,-,1.5653E+001,6.3884E-002,-8.6408E+001,
08/07/2021 16:17:21,Cs,1.0000E+003,-,-,-,2.4026E-011,-,-,-,-,-,1.5766E+001,6.3430E-002,-8.6371E+001,
08/07/2021 16:17:22,Cs,1.0000E+003,-,-,-,2.4025E-011,-,-,-,-,-,1.5940E+001,6.2733E-002,-8.6410E+001,
08/07/2021 16:17:24,Cs,1.0000E+003,-,-,-,2.3995E-011,-,-,-,-,-,1.6009E+001,6.2464E-002,-8.6426E+001,
08/07/2021 16:17:25,Cs,1.0000E+003,-,-,-,2.4041E-011,-,-,-,-,-,1.6090E+001,6.2152E-002,-8.6444E+001,
08/07/2021 16:17:27,Cs,1.0000E+003,-,-,-,2.4059E-011,-,-,-,-,-,1.5649E+001,6.3904E-002,-8.6344E+001,
08/07/2021 16:17:28,Cs,1.0000E+003,-,-,-,2.3986E-011,-,-,-,-,-,1.5702E+001,6.3688E-002,-8.6394E+001,
08/07/2021 16:17:30,Cs,1.0000E+003,-,-,-,2.4037E-011,-,-,-,-,-,1.5983E+001,6.2566E-002,-8.6420E+001,
08/07/2021 16:17:31,Cs,1.0000E+003,-,-,-,2.4008E-011,-,-,-,-,-,1.5825E+001,6.3190E-002,-8.6378E+001,
08/07/2021 16:17:33,Cs,1.0000E+003,-,-,-,2.3992E-011,-,-,-,-,-,1.5754E+001,6.3474E-002,-8.6371E+001,
08/07/2021 16:17:34,Cs,1.0000E+003,-,-,-,2.4035E-011,-,-,-,-,-,1.5844E+001,6.3114E-002,-8.6389E+001,
08/07/2021 16:17:36,Cs,1.0000E+003,-,-,-,2.4059E-011,-,-,-,-,-,1.5921E+001,6.2808E-002,-8.6406E+001,
08/07/2021 16:17:37,Cs,1.0000E+003,-,-,-,2.4020E-011,-,-,-,-,-,1.5901E+001,6.2889E-002,-8.6402E+001,
08/07/2021 16:17:39,Cs,1.0000E+003,-,-,-,2.4054E-011,-,-,-,-,-,1.6007E+001,6.2475E-002,-8.6425E+001,
08/07/2021 16:17:40,Cs,1.0000E+003,-,-,-,2.4026E-011,-,-,-,-,-,1.5527E+001,6.4402E-002,-8.6370E+001,
08/07/2021 16:17:42,Cs,1.0000E+003,-,-,-,2.4032E-011,-,-,-,-,-,1.5932E+001,6.2767E-002,-8.6408E+001,
08/07/2021 16:17:43,Cs,1.0000E+003,-,-,-,2.4025E-011,-,-,-,-,-,1.5960E+001,6.2658E-002,-8.6415E+001,
08/07/2021 16:17:45,Cs,1.0000E+003,-,-,-,2.4009E-011,-,-,-,-,-,1.6105E+001,6.2094E-002,-8.6447E+001,
08/07/2021 16:17:46,Cs,1.0000E+003,-,-,-,2.3992E-011,-,-,-,-,-,1.6251E+001,6.1535E-002,-8.6479E+001,
08/07/2021 16:17:48,Cs,1.0000E+003,-,-,-,2.4008E-011,-,-,-,-,-,1.5936E+001,6.2751E-002,-8.6459E+001,
08/07/2021 16:17:49,Cs,1.0000E+003,-,-,-,2.4018E-011,-,-,-,-,-,1.6164E+001,6.1865E-002,-8.6460E+001,
